Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name
ENSG00000215784	ENSG00000215784.6	FAM72D	family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]	1
ENSG00000290867	ENSG00000290867.2	LINC01145	long intergenic non-protein coding RNA 1145 [Source:NCBI gene (formerly Entrezgene);Acc:103091866]	1
ENSG00000297370	ENSG00000297370.1		novel transcript	1
ENSG00000283752	ENSG00000283752.1		phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene	1
ENSG00000277678	ENSG00000277678.1	RNU1-153P	RNA, U1 small nuclear 153, pseudogene [Source:HGNC Symbol;Acc:HGNC:54435]	1
ENSG00000297423	ENSG00000297423.1		novel transcript	1
ENSG00000272419	ENSG00000272419.7	LINC01145	long intergenic non-protein coding RNA 1145 [Source:HGNC Symbol;Acc:HGNC:49462]	1
ENSG00000281571	ENSG00000281571.2		TEC	1
ENSG00000236140	ENSG00000236140.2		novel transcript	1
ENSG00000223612	ENSG00000223612.3		EGFR-coamplified and overexpressed protein (ECOP) pseudogene	1
ENSG00000297354	ENSG00000297354.1		novel transcript, sense overlapping PPIAL4D	1
ENSG00000289549	ENSG00000289549.1	PPIAL4D	peptidylprolyl isomerase A like 4D [Source:HGNC Symbol;Acc:HGNC:33998]	1
ENSG00000271291	ENSG00000271291.1		HIG1 hypoxia inducible domain family, member 1C (HIGD1C) pseudogene	1
ENSG00000276216	ENSG00000276216.2		novel transcript	1
ENSG00000207501	ENSG00000207501.1	RNVU1-14	RNA, variant U1 small nuclear 14 [Source:HGNC Symbol;Acc:HGNC:48319]	1
ENSG00000162825	ENSG00000162825.18	NBPF20	NBPF member 20 [Source:HGNC Symbol;Acc:HGNC:32000]	1
ENSG00000303386	ENSG00000303386.1		novel transcript, antisense to NBPF20	1
ENSG00000234367	ENSG00000234367.1	PFN1P3	profilin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42987]	1
ENSG00000303361	ENSG00000303361.1		novel transcript, antisense to NBPF20	1
ENSG00000303404	ENSG00000303404.1		novel transcript, sense intronic to NBPF20	1
ENSG00000270384	ENSG00000270384.1	RNU1-154P	RNA, U1 small nuclear 154, pseudogene [Source:HGNC Symbol;Acc:HGNC:54436]	1
ENSG00000286620	ENSG00000286620.1		TEC	1
ENSG00000305411	ENSG00000305411.1		novel transcript	1
ENSG00000305862	ENSG00000305862.1		novel transcript	1
ENSG00000270722	ENSG00000270722.1	RNVU1-31	RNA, variant U1 small nuclear 31 [Source:HGNC Symbol;Acc:HGNC:54448]	1
ENSG00000305883	ENSG00000305883.1		novel transcript	1
ENSG00000287374	ENSG00000287374.2		novel transcript	1
ENSG00000278182	ENSG00000278182.1		phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene	1
ENSG00000275064	ENSG00000275064.1	PDE4DIPP5	PDE4DIP pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:55084]	1
ENSG00000294282	ENSG00000294282.1		novel transcript	1
ENSG00000291005	ENSG00000291005.2	NBPF25P	NBPF member 25, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101929780]	1
ENSG00000272150	ENSG00000272150.6	NBPF25P	NBPF member 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:45046]	1
ENSG00000117262	ENSG00000117262.19	GPR89A	G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]	1
ENSG00000174827	ENSG00000174827.14	PDZK1	PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:8821]	1
ENSG00000117281	ENSG00000117281.16	CD160	CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013]	1
ENSG00000265491	ENSG00000265491.5	RNF115	ring finger protein 115 [Source:HGNC Symbol;Acc:HGNC:18154]	1
ENSG00000301880	ENSG00000301880.1		novel transcript, sense intronic to RNF115	1
ENSG00000186141	ENSG00000186141.10	POLR3C	RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]	1
ENSG00000186364	ENSG00000186364.12	NUDT17	nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]	1
ENSG00000131788	ENSG00000131788.16	PIAS3	protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861]	1
ENSG00000278549	ENSG00000278549.1	MIR6736	microRNA 6736 [Source:HGNC Symbol;Acc:HGNC:50072]	1
ENSG00000198483	ENSG00000198483.13	ANKRD35	ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323]	1
ENSG00000244619	ENSG00000244619.3		novel transcript, antisense to ITGA10	1
ENSG00000143127	ENSG00000143127.13	ITGA10	integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]	1
ENSG00000131779	ENSG00000131779.11	PEX11B	peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]	1
ENSG00000289565	ENSG00000289565.1		novel protein	1
ENSG00000293505	ENSG00000293505.1	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16341]	1
ENSG00000211451	ENSG00000211451.14	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16341]	1
ENSG00000265241	ENSG00000265241.8	RBM8A	RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]	1
ENSG00000234222	ENSG00000234222.7	LIX1L-AS1	LIX1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41210]	1
ENSG00000280778	ENSG00000280778.1		novel protein, lncRNA-POLR3GL readthrough	1
ENSG00000271601	ENSG00000271601.4	LIX1L	limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]	1
ENSG00000272031	ENSG00000272031.3	ANKRD34A	ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]	1
ENSG00000278431	ENSG00000278431.1		novel transcript, antisense to ANKRD34A	1
ENSG00000121851	ENSG00000121851.13	POLR3GL	RNA polymerase III subunit GL [Source:HGNC Symbol;Acc:HGNC:28466]	1
ENSG00000295659	ENSG00000295659.1		novel transcript	1
ENSG00000265972	ENSG00000265972.6	TXNIP	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]	1
ENSG00000168509	ENSG00000168509.20	HJV	hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]	1
ENSG00000287190	ENSG00000287190.2		novel transcript	1
ENSG00000201558	ENSG00000201558.1	RNVU1-6	RNA, variant U1 small nuclear 6 [Source:HGNC Symbol;Acc:HGNC:48314]	1
ENSG00000233396	ENSG00000233396.10	LINC01719	long intergenic non-protein coding RNA 1719 [Source:HGNC Symbol;Acc:HGNC:52506]	1
ENSG00000271425	ENSG00000271425.10	NBPF10	NBPF member 10 [Source:HGNC Symbol;Acc:HGNC:31992]	1
ENSG00000264343	ENSG00000264343.7	NOTCH2NLA	notch 2 N-terminal like A [Source:HGNC Symbol;Acc:HGNC:31862]	1
ENSG00000276509	ENSG00000276509.2		novel transcript	1
ENSG00000304723	ENSG00000304723.1		novel transcript	1
ENSG00000201789	ENSG00000201789.1	RNU6-1071P	RNA, U6 small nuclear 1071, pseudogene [Source:HGNC Symbol;Acc:HGNC:48034]	1
ENSG00000271121	ENSG00000271121.2	NUDT4P2	nudix hydrolase 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18013]	1
ENSG00000304747	ENSG00000304747.1		novel transcript	1
ENSG00000290578	ENSG00000290578.2		novel transcript	1
ENSG00000277406	ENSG00000277406.3	SEC22B4P	SEC22 homolog B4, pseudogene [Source:HGNC Symbol;Acc:HGNC:53892]	1
ENSG00000270339	ENSG00000270339.4	PPIAL4H	peptidylprolyl isomerase A like 4H [Source:HGNC Symbol;Acc:HGNC:53889]	1
ENSG00000287978	ENSG00000287978.2		novel transcript	1
ENSG00000273768	ENSG00000273768.1	RNVU1-29	RNA, variant U1 small nuclear 29 [Source:HGNC Symbol;Acc:HGNC:54433]	1
ENSG00000295103	ENSG00000295103.1		novel transcript	1
ENSG00000274428	ENSG00000274428.1	RNVU1-25	RNA, variant U1 small nuclear 25 [Source:HGNC Symbol;Acc:HGNC:54428]	1
ENSG00000303628	ENSG00000303628.1		novel transcript	1
ENSG00000277655	ENSG00000277655.1		neuroblastoma breakpoint family, member 6 (NBPF6) pseudogene	1
ENSG00000291242	ENSG00000291242.2		novel transcript	1
ENSG00000309664	ENSG00000309664.1		novel transcript	1
ENSG00000274408	ENSG00000274408.1	RNA5SP536	RNA, 5S ribosomal pseudogene 536 [Source:HGNC Symbol;Acc:HGNC:53805]	1
ENSG00000276975	ENSG00000276975.4	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33129]	1
ENSG00000302358	ENSG00000302358.1		novel transcript	1
ENSG00000290557	ENSG00000290557.1		novel transcript	1
ENSG00000274450	ENSG00000274450.1			1
ENSG00000291243	ENSG00000291243.1		novel transcript	1
ENSG00000306987	ENSG00000306987.1		novel transcript	1
ENSG00000268043	ENSG00000268043.9	NBPF12	NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297]	1
ENSG00000244371	ENSG00000244371.2	PFN1P8	profilin 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42986]	1
ENSG00000234225	ENSG00000234225.2		novel transcript	1
ENSG00000310005	ENSG00000310005.1		novel transcript	1
ENSG00000227242	ENSG00000227242.4		phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene	1
ENSG00000225603	ENSG00000225603.3		insulin-like growth factor 2 mRNA binding protein 2 (IGF2BP2) pseudogene	1
ENSG00000305893	ENSG00000305893.1		novel transcript	1
ENSG00000201142	ENSG00000201142.1	RNU1-151P	RNA, U1 small nuclear 151, pseudogene [Source:HGNC Symbol;Acc:HGNC:53616]	1
ENSG00000230832	ENSG00000230832.3	SSBL4P	small RNA binding exonuclease protection factor La like 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:54985]	1
ENSG00000286172	ENSG00000286172.1	RNVU1-8	RNA, variant U1 small nuclear 8 [Source:HGNC Symbol;Acc:HGNC:48315]	1
ENSG00000299589	ENSG00000299589.1		novel transcript	1
ENSG00000283342	ENSG00000283342.1	NBPF13P	NBPF member 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:31995]	1
ENSG00000131791	ENSG00000131791.8	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]	1
ENSG00000293279	ENSG00000293279.2		novel transcript	1
ENSG00000237188	ENSG00000237188.6		novel transcript, antisense to FMO5	1
ENSG00000131781	ENSG00000131781.13	FMO5	flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773]	1
ENSG00000180867	ENSG00000180867.12	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4607]	1
ENSG00000226015	ENSG00000226015.2	CCT8P1	chaperonin containing TCP1 subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35144]	1
ENSG00000236806	ENSG00000236806.1	RPL7AP15	ribosomal protein L7a pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36873]	1
ENSG00000131778	ENSG00000131778.20	CHD1L	chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]	1
ENSG00000278811	ENSG00000278811.5	LINC00624	long intergenic non-protein coding RNA 624 [Source:HGNC Symbol;Acc:HGNC:44254]	1
ENSG00000213226	ENSG00000213226.4		prostaglandin reductase 1 (PTGR1) pseudogene	1
ENSG00000226653	ENSG00000226653.3	OR13Z1P	olfactory receptor family 13 subfamily Z member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31240]	1
ENSG00000207209	ENSG00000207209.1	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000272443	ENSG00000272443.1	OR13Z2P	olfactory receptor family 13 subfamily Z member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:31241]	1
ENSG00000272480	ENSG00000272480.1	OR13Z3P	olfactory receptor family 13 subfamily Z member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:31242]	1
ENSG00000304519	ENSG00000304519.1		novel transcript	1
ENSG00000116128	ENSG00000116128.12	BCL9	BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]	1
ENSG00000289419	ENSG00000289419.1		novel transcript, sense intronic to BCL9	1
ENSG00000288626	ENSG00000288626.1		novel protein	1
ENSG00000162836	ENSG00000162836.12	ACP6	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	1
ENSG00000306413	ENSG00000306413.1		novel transcript	1
ENSG00000277762	ENSG00000277762.1	RN7SL261P	RNA, 7SL, cytoplasmic 261, pseudogene [Source:HGNC Symbol;Acc:HGNC:46277]	1
ENSG00000227139	ENSG00000227139.1		novel transcript	1
ENSG00000294222	ENSG00000294222.1		novel transcript, sense overlapping GJA5	1
ENSG00000265107	ENSG00000265107.3	GJA5	gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]	1
ENSG00000274415	ENSG00000274415.1		novel transcript, antisense to GJA5	1
ENSG00000234190	ENSG00000234190.1		novel transcript	1
ENSG00000304874	ENSG00000304874.1		novel transcript	1
ENSG00000309869	ENSG00000309869.1		novel transcript	1
ENSG00000223728	ENSG00000223728.3		PRAME family member 17 (PRAMEF17) pseudogene	1
ENSG00000121634	ENSG00000121634.6	GJA8	gap junction protein alpha 8 [Source:HGNC Symbol;Acc:HGNC:4281]	1
ENSG00000309595	ENSG00000309595.1		novel transcript	1
ENSG00000188092	ENSG00000188092.15	GPR89B	G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840]	1
ENSG00000290705	ENSG00000290705.2		novel transcript	1
ENSG00000215859	ENSG00000215859.10	PDZK1P1	PDZ domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31974]	1
ENSG00000274372	ENSG00000274372.6		novel transcript	1
ENSG00000273059	ENSG00000273059.1		novel transcript	1
ENSG00000206791	ENSG00000206791.1	RNU1-129P	RNA, U1 small nuclear 129, pseudogene [Source:HGNC Symbol;Acc:HGNC:48471]	1
ENSG00000304848	ENSG00000304848.1		novel transcript	1
ENSG00000206585	ENSG00000206585.1	RNVU1-7	RNA, variant U1 small nuclear 7 [Source:HGNC Symbol;Acc:HGNC:37500]	1
ENSG00000299329	ENSG00000299329.1		novel transcript	1
ENSG00000229828	ENSG00000229828.2	PDE4DIPP1	PDE4DIP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50867]	1
ENSG00000263956	ENSG00000263956.8	NBPF11	NBPF member 11 [Source:HGNC Symbol;Acc:HGNC:31993]	1
ENSG00000301740	ENSG00000301740.1		novel transcript, antisense to NBPF11	1
ENSG00000225080	ENSG00000225080.1	PFN1P4	profilin 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42992]	1
ENSG00000198658	ENSG00000198658.4	ABHD17AP1	ABHD17A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28394]	1
ENSG00000232265	ENSG00000232265.9	LINC02805	long intergenic non-protein coding RNA 2805 [Source:HGNC Symbol;Acc:HGNC:54339]	1
ENSG00000227733	ENSG00000227733.13		novel transcript	1
ENSG00000238765	ENSG00000238765.1	RNA5SP57	RNA, 5S ribosomal pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:42834]	1
ENSG00000299384	ENSG00000299384.1		novel transcript	1
ENSG00000224335	ENSG00000224335.2		neuroblastoma breakpoint family, member 4 (NBPF4) pseudogene	1
ENSG00000227700	ENSG00000227700.1		novel pseudogene	1
ENSG00000299472	ENSG00000299472.1		novel transcript	1
ENSG00000274020	ENSG00000274020.6	LINC01138	long intergenic non-protein coding RNA 1138 [Source:HGNC Symbol;Acc:HGNC:49454]	1
ENSG00000299328	ENSG00000299328.1		novel transcript	1
ENSG00000199879	ENSG00000199879.1	RNVU1-22	RNA, variant U1 small nuclear 22 [Source:HGNC Symbol;Acc:HGNC:48462]	1
ENSG00000238107	ENSG00000238107.2	LINC02806	long intergenic non-protein coding RNA 2806 [Source:HGNC Symbol;Acc:HGNC:27628]	1
ENSG00000228626	ENSG00000228626.1		novel pseudogene	1
ENSG00000235988	ENSG00000235988.1		novel pseudogene	1
ENSG00000252744	ENSG00000252744.1	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	1
ENSG00000283676	ENSG00000283676.1	MIR5087	microRNA 5087 [Source:HGNC Symbol;Acc:HGNC:43480]	1
ENSG00000202408	ENSG00000202408.2	RNVU1-21	RNA, variant U1 small nuclear 21 [Source:HGNC Symbol;Acc:HGNC:48464]	1
ENSG00000299363	ENSG00000299363.1		novel transcript	1
ENSG00000272824	ENSG00000272824.1		novel transcript	1
ENSG00000207340	ENSG00000207340.1	RNVU1-1	RNA, variant U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10133]	1
ENSG00000299444	ENSG00000299444.1		novel transcript	1
ENSG00000252135	ENSG00000252135.1	RNU1-155P	RNA, U1 small nuclear 155 pseudogene [Source:HGNC Symbol;Acc:HGNC:54437]	1
ENSG00000278596	ENSG00000278596.1	MIR6077	microRNA 6077 [Source:HGNC Symbol;Acc:HGNC:50025]	1
ENSG00000238825	ENSG00000238825.1	RNVU1-2	RNA, variant U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:48308]	1
ENSG00000299493	ENSG00000299493.1		novel transcript	1
ENSG00000291232	ENSG00000291232.2	PDE4DIPP6	PDE4DIP pseudogene 6 [Source:NCBI gene (formerly Entrezgene);Acc:100132057]	1
ENSG00000201183	ENSG00000201183.1	RNVU1-3	RNA, variant U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:48311]	1
ENSG00000231551	ENSG00000231551.9	PDE4DIPP6	PDE4DIP pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55097]	1
ENSG00000225871	ENSG00000225871.2		family with sequence similarity 91, member A1 (FAM91A1) pseudogene	1
ENSG00000299409	ENSG00000299409.1		novel transcript	1
ENSG00000285062	ENSG00000285062.1		poly(ADP-ribose) polymerase family member 8 (PARP8) pseudogene	1
ENSG00000280649	ENSG00000280649.2		TEC	1
ENSG00000236334	ENSG00000236334.3	PPIAL4G	peptidylprolyl isomerase A like 4G [Source:HGNC Symbol;Acc:HGNC:33996]	1
ENSG00000274210	ENSG00000274210.1	RNVU1-27	RNA, variant U1 small nuclear 27 [Source:HGNC Symbol;Acc:HGNC:54431]	1
ENSG00000270629	ENSG00000270629.7	NBPF14	NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232]	1
ENSG00000286019	ENSG00000286019.3	NOTCH2NLB	notch 2 N-terminal like B [Source:HGNC Symbol;Acc:HGNC:53923]	1
ENSG00000301230	ENSG00000301230.1		novel transcript, antisense to NOTCH2NLB and NBPF14	1
ENSG00000301213	ENSG00000301213.1		novel transcript	1
ENSG00000304887	ENSG00000304887.1		novel transcript	1
ENSG00000252515	ENSG00000252515.2	RNU6-1171P	RNA, U6 small nuclear 1171, pseudogene [Source:HGNC Symbol;Acc:HGNC:48134]	1
ENSG00000177144	ENSG00000177144.8	NUDT4B	nudix hydrolase 4B [Source:HGNC Symbol;Acc:HGNC:18012]	1
ENSG00000293797	ENSG00000293797.1		novel transcript	1
ENSG00000299543	ENSG00000299543.1		novel transcript	1
ENSG00000275140	ENSG00000275140.1	SEC22B3P	SEC22 homolog B3, pseudogene [Source:HGNC Symbol;Acc:HGNC:53891]	1
ENSG00000271546	ENSG00000271546.1		CKLF-like MARVEL transmembrane domain containing 6 (CMTM6) pseudogene	1
ENSG00000178104	ENSG00000178104.22	PDE4DIP	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]	1
ENSG00000252656	ENSG00000252656.1	RN7SKP88	RN7SK pseudogene 88 [Source:HGNC Symbol;Acc:HGNC:45812]	1
ENSG00000305861	ENSG00000305861.1		novel transcript, antisense to PDE4DIP	1
ENSG00000305847	ENSG00000305847.1		novel transcript, antisense to PDE4DIP	1
ENSG00000222788	ENSG00000222788.1	RNU2-38P	RNA, U2 small nuclear 38, pseudogene [Source:HGNC Symbol;Acc:HGNC:48531]	1
ENSG00000305889	ENSG00000305889.1		novel transcript, antisense to PDE4DIP	1
ENSG00000254913	ENSG00000254913.1		novel transcript	1
ENSG00000289642	ENSG00000289642.1		novel transcript, sense intronic to PDE4DIP	1
ENSG00000255148	ENSG00000255148.2		novel transcript	1
ENSG00000254539	ENSG00000254539.1		novel transcript	1
ENSG00000269713	ENSG00000269713.9	NBPF9	NBPF member 9 [Source:HGNC Symbol;Acc:HGNC:31991]	1
ENSG00000301832	ENSG00000301832.1		novel transcript, antisense to NBPF9	1
ENSG00000294203	ENSG00000294203.1		novel transcript, antisense to NBPF9	1
ENSG00000294231	ENSG00000294231.1		novel transcript	1
ENSG00000274019	ENSG00000274019.1		Neuroblastoma breakpoint family (NBPF) pseudogene	1
ENSG00000274265	ENSG00000274265.6		novel transcript	1
ENSG00000201699	ENSG00000201699.1	RNVU1-24	RNA, variant U1 small nuclear 24 [Source:HGNC Symbol;Acc:HGNC:48401]	1
ENSG00000291233	ENSG00000291233.2		novel transcript	1
ENSG00000215861	ENSG00000215861.9		phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP) pseudogene	1
ENSG00000273591	ENSG00000273591.1	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1
ENSG00000274423	ENSG00000274423.1	SEC22B2P	SEC22 homolog B2, pseudogene [Source:HGNC Symbol;Acc:HGNC:53890]	1
ENSG00000308729	ENSG00000308729.1		novel transcript, antisense to NOTCH2NLC	1
ENSG00000286219	ENSG00000286219.2	NOTCH2NLC	notch 2 N-terminal like C [Source:HGNC Symbol;Acc:HGNC:53924]	1
ENSG00000286185	ENSG00000286185.1		novel protein, identical to neuroblastoma breakpoint family, member 19 NBPF19	1
ENSG00000271383	ENSG00000271383.9	NBPF19	NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]	1
ENSG00000301486	ENSG00000301486.1		novel transcript, antisense to NBPF19	1
ENSG00000291158	ENSG00000291158.2	LINC00869	long intergenic non-protein coding RNA 869 [Source:NCBI gene (formerly Entrezgene);Acc:57234]	1
ENSG00000288867	ENSG00000288867.1	PPIAL4C	peptidylprolyl isomerase A like 4C [Source:HGNC Symbol;Acc:HGNC:33995]	1
ENSG00000301591	ENSG00000301591.1		novel transcript	1
ENSG00000301565	ENSG00000301565.1		novel transcript	1
ENSG00000284964	ENSG00000284964.1		poly(ADP-ribose) polymerase family member 8 (PARP8) pseudogene	1
ENSG00000206828	ENSG00000206828.1	RNVU1-30	RNA, variant U1 small nuclear 30 [Source:HGNC Symbol;Acc:HGNC:54434]	1
ENSG00000277147	ENSG00000277147.9	LINC00869	long intergenic non-protein coding RNA 869 [Source:HGNC Symbol;Acc:HGNC:29050]	1
ENSG00000284842	ENSG00000284842.1	FAM91A2P	family with sequence similarity 91 member A2, pseudogene [Source:HGNC Symbol;Acc:HGNC:51523]	1
ENSG00000290790	ENSG00000290790.2		novel transcript	1
ENSG00000275229	ENSG00000275229.1	RNU1-68P	RNA, U1 small nuclear 68, pseudogene [Source:HGNC Symbol;Acc:HGNC:48410]	1
ENSG00000234232	ENSG00000234232.8	PDE4DIPP7	PDE4DIP pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:55098]	1
ENSG00000226500	ENSG00000226500.2		ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast) (UBE2D1) pseudogene	1
ENSG00000150337	ENSG00000150337.14	FCGR1A	Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]	1
ENSG00000203814	ENSG00000203814.7	H2BC18	H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]	1
ENSG00000233030	ENSG00000233030.2		novel transcript, antisense to FCGR1A	1
ENSG00000301450	ENSG00000301450.1		novel transcript, antisense to HIST2H3D and HIST2H2BF	1
ENSG00000183598	ENSG00000183598.4	H3C13	H3 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:25311]	1
ENSG00000270882	ENSG00000270882.3	H4C14	H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]	1
ENSG00000203811	ENSG00000203811.2	H3C14	H3 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:20503]	1
ENSG00000290791	ENSG00000290791.2		novel transcript	1
ENSG00000288825	ENSG00000288825.1	H2AC18	H2A clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:4736]	1
ENSG00000220323	ENSG00000220323.5	H2BC19P	H2B clustered histone 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:20517]	1
ENSG00000290792	ENSG00000290792.1		novel transcript	1
ENSG00000261716	ENSG00000261716.3	H2BC20P	H2B clustered histone 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:20516]	1
ENSG00000288859	ENSG00000288859.2	H2AC19	H2A clustered histone 19 [Source:HGNC Symbol;Acc:HGNC:29668]	1
ENSG00000203852	ENSG00000203852.4	H3C15	H3 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:20505]	1
ENSG00000270276	ENSG00000270276.3	H4C15	H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]	1
ENSG00000264207	ENSG00000264207.1		novel transcript, antisense HIST2H4A	1
ENSG00000184678	ENSG00000184678.11	H2BC21	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	1
ENSG00000184260	ENSG00000184260.6	H2AC20	H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]	1
